#Data from 2015-7-22 at 14:49:25
Timestamp,PMT,PeakDetector
1765732962.0,0.0,0.112
1765740364.0,0.0,0.106
1765747761.0,0.0,0.109
1765755164.0,0.0,0.112
1765762561.0,0.0,0.109
1765769962.0,0.0,0.112
1765777363.0,0.0,0.109
1765784762.0,0.0,0.112
1765792161.0,0.0,0.109
1765799561.0,0.0,0.109
1765806961.0,0.0,0.109
1765814362.0,0.0,0.109
1765821761.0,0.0,0.109
1765829164.0,0.0,0.109
1765836561.0,0.0,0.112
1765843961.0,0.0,0.109
1765851364.0,0.0,0.109
1765858761.0,0.0,0.112
1765866161.0,0.0,0.112
1765873562.0,0.0,0.112
1765880961.0,0.0,0.109
1765888361.0,0.0,0.116
1765895764.0,0.0,0.116
1765903161.0,0.0,0.109
1765910561.0,0.0,0.109
1765917965.0,0.0,0.116
1765925362.0,0.0,0.112
1765932761.0,0.0,0.112
1765940159.0,0.0,0.109
1765947561.0,0.0,0.112
1765954960.0,0.0,0.109
1765962361.0,0.0,0.112
1765969762.0,0.0,0.112
1765977161.0,0.0,0.109
1765984562.0,0.0,0.106
1765991962.0,0.0,0.112
1765999364.0,0.0,0.109
1766006762.0,0.0,0.106
1766014164.0,0.0,0.109
1766021561.0,0.0,0.119
1766028961.0,0.0,0.116
1766036362.0,0.0,0.116
1766043761.0,0.0,0.112
1766051164.0,0.0,0.116
1766058560.0,0.0,0.109
1766065962.0,0.0,0.109
1766073360.0,0.0,0.109
1766080764.0,0.0,0.112
1766088164.0,0.0,0.112
1766095560.0,0.0,0.109
1766102961.0,0.0,0.116
1766110364.0,0.0,0.112
1766117764.0,0.0,0.116
1766125161.0,0.0,0.112
1766132561.0,0.0,0.112
1766139962.0,0.0,0.112
1766147364.0,0.0,0.112
1766154761.0,0.0,0.112
1766162161.0,0.0,0.112
1766169561.0,0.0,0.112
1766176961.0,0.0,0.109
1766184361.0,0.0,0.116
1766191761.0,0.0,0.109
1766199161.0,0.0,0.112
1766206561.0,0.0,0.112
1766213960.0,0.0,0.109
1766221365.0,0.0,0.112
1766228761.0,0.0,0.109
1766236161.0,0.0,0.112
1766243560.0,0.0,0.116
1766250965.0,0.0,0.116
1766258360.0,0.0,0.109
1766265765.0,0.0,0.109
1766273164.0,0.0,0.112
1766280562.0,0.0,0.109
1766287962.0,0.0,0.109
1766295364.0,0.0,0.109
1766302761.0,0.0,0.109
1766310164.0,0.0,0.112
1766317561.0,0.0,0.116
1766324962.0,0.0,0.112
1766332360.0,0.0,0.112
1766339763.0,0.0,0.109
1766347161.0,0.0,0.112
1766354561.0,0.0,0.116
1766361962.0,0.0,0.109
1766369365.0,0.0,0.112
1766376761.0,0.0,0.109
1766384164.0,0.0,0.112
1766391561.0,0.0,0.112
1766398962.0,0.0,0.109
1766406364.0,0.0,0.112
1766413764.0,0.0,0.112
1766421164.0,0.0,0.109
1766428561.0,0.0,0.109
